Unnamed: 0,Water System,respondent,num_lsl,pct_lsl,data_source,full_addr,lat,long,tot_num_serv_connects_sdwis,LCR_90thpctile,SDWIS PWS ID,PWSID,sys_name,tot_num_serv_connects,tot_num_sl_w_lead,no_lead_serv_connects,Service Line Material is Unknown - Number of Service Connection,lead_gooseneck_serv_connects,lead_serv_line_serv_connects,"Lead only from Water Main to Property line, Curb or Shut-Off",lead_btwn_shutoff_house,owner_btwn_watermain_shutoff,"Ownership from curb, propertly line, or shut-off to home",e_r_leadportion,e_r_slmat,e_r_lead_gooseneck,E or R - Entire Service Line is Lead from the Water Main to home,e_r_lead_maintoshutoff,e_r_shutofftohouse,e_r_num_serv_connects,e_r_tot_sl_w_lead,conf_rec_no_lead,conf_rec_mat_unk,conf_rec_lead_gooseneck,conf_rec_lead_servline,conf_rec_lead_btwn_watermain_shutoff,conf_rec_lead_btw_shutoff_house,Confidence in Records - Total Number of Service Connection,conf_rec_tot_num_serv_lines_w_lead,_merge
459,Morgan County Rural Water Company,Yes,No response,Unknown,Unknown,"P.O. Box 1575, Martinsville, IN 46151",39.427825,-86.428328,3000,0.0076,IN5255010,IN5255010,MORGAN COUNTY RURAL WATER COMPANY,3300.0,,3300.0,,0.0,,,,P,R,R,,,,,,R,,10.0,,,,,,10.0,,both
460,Morgantown Water Utility,Yes,No response,Unknown,Unknown,"P.O. Box 416, Morgantown, IN 46160",39.371437,-86.261102,417,Unknown,IN5255011,IN5255011,MORGANTOWN WATER UTILITY,416.0,,416.0,0.0,0.0,0.0,,,,,R,E,R,R,,,,,8.0,7.0,10.0,10.0,,,,,both
461,Morocco Water Department,Yes,No response,Unknown,Unknown,"P.O. Box 366, Morocco, IN 47963",40.946146,-87.453363,542,Unknown,IN5256006,IN5256006,MOROCCO WATER DEPARTMENT,531.0,,,531.0,0.0,0.0,0.0,,M,R,,R,R,R,R,,R,,,10.0,10.0,10.0,10.0,,10.0,,both
462,Morris Mobile Home Estates,Yes,0,0%,Unknown,"2550 North 6th Lot 12, Terre Haute, IN 47804",39.498116,-87.410626,34,Unknown,IN5284029,IN5284029,MORRIS MOBILE HOME ESTATES,36.0,0.0,36.0,,,,,,,,,,,,,,,,10.0,,,,,,,,both
463,Morristown Water Department,No,No response,Unknown,Unknown,"418 West Main Street, Morristown, IN 46161",39.675493,-85.705051,525,Unknown,IN5273003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
464,Mount Summit Water Utility,No,No response,Unknown,Unknown,"P.O. Box 220, Mt. Summit, IN 47361",40.004398,-85.386597,168,Unknown,IN5233009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
465,Mount Vernon Water Works,Yes,No response,Unknown,Unknown,"809 Davis Drive, Mount Vernon, IN 47620",37.943293,-87.890278,3264,0.0021,IN5265006,IN5265006,MOUNT VERNON WATER WORKS,3427.0,,,3427.0,,,,,M,R,,,,,,,,,,,,,,,,,both
466,Mulberry Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 250, Mulberry, IN 46058-0250",40.34448,-86.665282,510,Unknown,IN5212005,IN5212005,MULBERRY WATER WORKS,510.0,,510.0,0.0,0.0,0.0,0.0,0.0,M,R,R,,,,,,R,,10.0,,,,,,10.0,,both
467,Munster Water Company,Yes,No response,Unknown,Unknown,"1005 Ridge Road Town Hall, Munster, IN 46321",41.561814,-87.503899,8380,0.0075,IN5245031,IN5245031,MUNSTER WATER COMPANY,8380.0,,,8380.0,,,,,,,,,,,,,,,,,,,,,,,both
468,Muscatatuck Urban Training Center,Yes,0,0%,Unknown,"P.O. Box 77, Butlerville, IN 47223",39.034053,-85.512781,19,Unknown,IN5240007,IN5240007,MUSCATATUCK URBAN TRAINING CENTER,65.0,0.0,65.0,,,,,,P,P,R,,,,,,,,10.0,,,,,,,,both
469,Napoleon Community Rural Water Corp,Yes,0,0%,Unknown,"P.O. Box 107, Napoleon, IN 47034",39.205241,-85.330804,1515,0.001,IN5269007,IN5269007,NAPOLEON COMMUNITY RURAL WATER CORP.,1530.0,0.0,1530.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
470,Nappanee Water Utility,Yes,1,0.04%,Recorded,"P.O. Box 29, Nappanee, IN 46550",41.442891,-85.999728,2650,0.002,IN5220016,IN5220016,NAPPANEE WATER UTILITY,1838.0,1.0,434.0,1403.0,1.0,,,,M,R,R,E,R,,,,R,R,10.0,10.0,,,,,10.0,10.0,both
471,Nashville Water Department,Yes,0,0%,Unknown,"P.O. Box 446, Nashville, IN 47448",39.20725,-86.246954,1326,0.0125,IN5207002,IN5207002,NASHVILLE WATER DEPARTMENT,1310.0,0.0,1310.0,,,,0.0,,P,R,R,,,,,,,,8.0,,,,9.0,,8.0,9.0,both
472,Natural Public Supply Inc,Yes,0,0%,Recorded,"101 North Poplar Street, Seymour, IN 47274",38.9579,-85.893291,620,Unknown,IN5236009,IN5236009,"NATURAL PUBLIC SUPPLY, INC.",625.0,0.0,625.0,,,,,,P,P,E,,,,,,E,R,9.0,,,,,,9.0,10.0,both
473,Naval Support Activity Crane,Yes,No response,Unknown,Estimated,"Bldg 3245 Code PRX42 Navfac 300 Hwy 361, Crane, IN 47522-5001",38.876211,-86.899792,500,0.0081,IN5251003,IN5251003,"NAVAL SUPPORT ACTIVITY, CRANE",365.0,,292.0,73.0,,,,,P,P,E,E,E,E,E,E,E,E,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,both
474,New Carlisle Water Works,Yes,342,39.77%,Estimated and Recorded,"31061 Edison Road, New Carlisle, IN 46552-0006",41.693873,-86.468711,860,Unknown,IN5271011,IN5271011,NEW CARLISLE WATER WORKS,803.0,342.0,451.0,10.0,342.0,0.0,0.0,0.0,R,R,E and R,E and R,E and R,R,E and R,R,R,E and R,8.0,3.0,8.0,9.0,8.0,9.0,10.0,8.0,both
475,New Castle Correctional Facility,Yes,0,0%,Unknown,"1000 Van Nuys Rd, New Castle, IN 47362",39.964883,-85.37203,10,Unknown,IN5233001,IN5233001,NEW CASTLE CORRECTIONAL FACILITY,27.0,0.0,6.0,21.0,,,,,P,P,R,R,,,,,,,10.0,5.0,,,,,,,both
476,New Castle Utilities,Yes,1252,14.73%,Unknown,"415 Broad Street, New Castle, IN 47362",39.931045,-85.379726,8500,0.0251,IN5233011,IN5233011,NEW CASTLE UTILITIES,8345.0,1252.0,1669.0,5424.0,1252.0,0.0,0.0,,Municipality,Resident,E,E,E,,,,,,5.0,8.0,5.0,10.0,10.0,,,,both
477,New Chicago Water Works,Yes,No response,Unknown,Unknown,"122 Huber Boulevard, Hobart, IN 46342",41.55854,-87.275935,2236,0.005,IN5245032,IN5245032,NEW CHICAGO WATER WORKS,,,2322.0,,,,,,M,P,R,,,,,,,,10.0,,,,,,,,both
478,New Durham Estates,Yes,0,0%,Unknown,"1 New Durham Mall Avenue, Westville, IN 46391",41.561374,-86.897638,412,Unknown,IN5246032,IN5246032,NEW DURHAM ESTATES,412.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,P,P,,,,,,,,,,,,,,,,,both
479,New Harmony Water Utility,Yes,10,1.53%,Estimated,"820 Steam Mill Street, New Harmony, IN 47631",38.12841,-87.929133,653,Unknown,IN5265007,IN5265007,NEW HARMONY WATER UTILITY,653.0,10.0,643.0,0.0,10.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,E,E,10.0,10.0,2.0,9.0,3.0,2.0,9.0,10.0,both
480,New Haven Water Department,Yes,247,4.85%,Estimated,"P.O. Box 570, New Haven, IN 46774",41.070604,-85.014412,5089,0.006,IN5202009,IN5202009,NEW HAVEN WATER DEPARTMENT,5072.0,247.0,4500.0,250.0,0.0,75.0,0.0,247.0,M,R,E,E,E,E,E,E,R,E,8.0,6.0,8.0,6.0,7.0,8.0,10.0,8.0,both
481,New Market Water Works,No,No response,Unknown,Unknown,"P.O. Box 311, New Market, IN 47965",39.95391,-86.919212,283,Unknown,IN5254008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
482,New Pekin Water Utility,No,No response,Unknown,Unknown,"P.O. Box 310, Pekin, IN 47165",38.50506,-86.016919,745,Unknown,IN5288004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
483,New Richmond Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 210, New Richmond, IN 47967",40.177966,-86.992436,155,Unknown,IN5254009,IN5254009,NEW RICHMOND WATER WORKS,147.0,,,147.0,,,,,M,M,,R,,,,,R,,,10.0,,,,,10.0,,both
484,Newberry Water Utility,Yes,0,0%,Estimated,"P.O. Box 238, Switz City, IN 47465",39.035,-87.053,90,Unknown,IN5228007,IN5228007,NEWBERRY WATER UTILITY,110.0,0.0,110.0,,,,,,M,R,E,,,,,,E,E,10.0,,,,,,10.0,10.0,both
485,Newport Chemical Depot,Yes,0,0%,Estimated,"1051 West Indiana Avenue, Hillsdale, IN 47854",39.834192,-87.43122,46,0.068,IN5283014,IN5283014,NEWPORT CHEMICAL DEPOT,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,M for 6 Service Connections; R for 1 Service Connection,M for 6 Service Connections; R for 1 Service Connection,R,R,E,E,E,E,R,E,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
486,Newport Water Works,No,No response,Unknown,Unknown,"P.O. Box 55, Newport, IN 47966",39.886814,-87.404636,272,Unknown,IN5283008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
487,Newton Co Assoc D/B/A Ten Oaks Mobile Home Park,No,No response,Unknown,Unknown,"2103 IN-10, Lake Village, IN 46349",41.143196,-87.350762,108,Unknown,IN5256008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
488,Newton Co Regional Water & Sewer,Yes,0,0%,Unknown,"4117 South 240 West, Morocco, IN 47963",40.947688,-87.460298,3,0.02,IN5256009,IN5256009,NEWTON CO. REGIONAL WATER & SEWER,5.0,0.0,5.0,,,,,,,,R,,,,,,R,,10.0,,,,,,10.0,,both
489,Noble Oaks Subdivision Water Association,No,No response,Unknown,Unknown,"141st Ct, Cedar Lake IN, 46303",41.361273,-87.441052,28,Unknown,IN5245054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
490,North Dearborn Water Corporation,Yes,0,0%,Unknown,"7484 Christina Drive Suite 103, West Harrison, IN 47060",39.280477,-84.95806,2086,0.0008,IN5215008,IN5215008,NORTH DEARBORN WATER CORPORATION,2077.0,0.0,2077.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
491,North Judson Water Company,Yes,23,2.65%,Estimated,"310 Lane Street, North Judson, IN 46366",41.217237,-86.775165,869,Unknown,IN5275003,IN5275003,NORTH JUDSON WATER COMPANY,873.0,23.0,850.0,0.0,23.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,4.0,9.0,2.0,9.0,9.0,9.0,,,both
492,North Lawrence Water Authority,Yes,No response,Unknown,Unknown,"P.O. Box 277, Bedford, IN 47421",38.861162,-86.487215,4400,0.0066,IN5247004,IN5247004,NORTH LAWRENCE WATER AUTHORITY,5164.0,,62.0,5102.0,0.0,0.0,0.0,0.0,P,R,R,R,,E,E,E,R,,,,,,,,,,both
493,North Liberty Water Works,No,No response,Unknown,Unknown,"P.O. Box 515, North Liberty, IN 46554",41.534867,-86.429889,708,Unknown,IN5271010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
494,North Manchester Water Department,Yes,700,27.99%,Estimated,"407 East Main Street, North Manchester, IN 46962",40.998836,-85.765223,2501,0.008,IN5285009,IN5285009,NORTH MANCHESTER WATER DEPARTMENT,2300.0,700.0,900.0,700.0,700.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,E and R,E,2.0,2.0,2.0,5.0,7.0,1.0,7.0,2.0,both
495,North Pointe I & II Apartments,Yes,0,0%,Recorded,"124 West Pleasant Street, Etna Green, IN 46524",41.280525,-86.047842,48,Unknown,IN5243058,IN5243058,NORTH POINTE I & II APARTMENTS,48.0,0.0,48.0,,0.0,0.0,0.0,0.0,P,P,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
496,North Salem Water Corporation,Yes,No response,Unknown,Unknown,"P.O. Box 417, North Salem, IN 46165",39.859767,-86.642504,228,Unknown,IN5232017,IN5232017,NORTH SALEM WATER CORPORATION,228.0,,228.0,,,,,,,,,,,,,,,,,,,,,,,,both
497,North Vernon Water Department,No,No response,Unknown,Unknown,"439 9th Street, North Vernon, IN 47265",39.009069,-85.618732,2346,Unknown,IN5240008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
498,Northport Mobile Home Park,Yes,0,0%,Unknown,"1006 South Detroit Street, Lagrange, IN 46761",41.632894,-85.419472,21,Unknown,IN5257011,IN5257011,NORTHPORT MOBILE HOME PARK,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,R,R,,,,,,,,,10.0,,,,,,10.0,,both
499,Northwest Jasper Regional Water District,Yes,No response,Unknown,Unknown,"13390 North 900 West, Demotte, IN 46310",41.209735,-87.219566,875,0.0057,IN5237015,IN5237015,NORTHWEST JASPER REGIONAL WATER DISTRICT,829.0,,829.0,,,,,,,,R,,,,,,R,,10.0,,,,,,10.0,,both
500,Norwood Regional Water & Sewage,No,No response,Unknown,Unknown,"P.O. Box 430, Huntington, IN 46750",40.883101,-85.497476,190,Unknown,IN5235004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
501,Oak Wood Circle,No,No response,Unknown,Unknown,"1106 North State Road 13, Pierceton, IN 46562",41.253249,-85.696607,24,Unknown,IN5243064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
502,Oakland City Water Department,No,No response,Unknown,Unknown,"301 South Franklin Street, Oakland City, IN 47660",38.336425,-87.35164,1163,Unknown,IN5226005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
503,Oakridge Estates,No,No response,Unknown,Unknown,"1201 County Rd 15, Elkhart, IN 46516",41.678025,-85.910068,121,Unknown,IN5201006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
504,Oaktown Water Works,No,No response,Unknown,Unknown,"P.O. Box 554, Farmersburg, IN 47850",39.248651,-87.381963,325,Unknown,IN5242009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
505,Oakwood Community Association Inc,No,No response,Unknown,Unknown,"P.O. Box 43, Monroe, IN 46772-0043",40.745047,-84.936911,67,Unknown,IN5201009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
506,Oakwood Mobile Home Park,No,No response,Unknown,Unknown,"20379 Indianapolis Blvd, Lowell, IN 46356",41.249032,-87.467255,17,Unknown,IN5245034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
507,Odon Water Utilities Inc,No,No response,Unknown,Unknown,"109 South Spring, Odon, IN 47562",38.842254,-86.991063,657,Unknown,IN5214005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
508,Ogden Dunes Water,No,No response,Unknown,Unknown,"115 Hillcrest Road, Ogden Dunes, IN 46368",41.618236,-87.190112,630,Unknown,IN5264040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
509,Oldenburg Water Works,Yes,0,0%,Estimated,"P.O. Box 116, Oldenburg, IN 47036",39.339773,-85.204406,341,Unknown,IN5224006,IN5224006,OLDENBURG WATER WORKS,0.0,0.0,,341.0,0.0,0.0,0.0,0.0,,,,R,R,E,E,E,E,E,5.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,both
510,Oolitic Water Works,Yes,0,0%,Recorded,"P.O. Box 7, Oolitic, IN 47451",38.894928,-86.523987,472,Unknown,IN5247005,IN5247005,OOLITIC WATER WORKS,551.0,0.0,551.0,0.0,0.0,0.0,0.0,0.0,M,R,R,R,R,R,R,R,R,R,9.0,9.0,9.0,9.0,9.0,5.0,9.0,8.0,both
511,Or-An Trailer Court,No,No response,Unknown,Unknown,"P.O. Box 342, Waterloo, IN 46793",41.431995,-85.019967,31,Unknown,IN5276015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
512,Orestes Water Works,No,No response,Unknown,Unknown,"P.O. Box 158, Orestes, IN 46063-0158",40.270728,-85.727882,175,Unknown,IN5248017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
513,Orland Water Works,No,No response,Unknown,Unknown,"P.O. Box 445, Orland, IN 46776",41.730606,-85.171638,205,Unknown,IN5276027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
514,Orleans Water Works,Yes,No response,Unknown,Unknown,"161 East Price Avenue, Orleans, IN 47452",38.663563,-86.451915,904,Unknown,IN5259003,IN5259003,ORLEANS WATER WORKS,2142.0,,,2142.0,,,,,P,R,,,,,,,,,,,,,,,,,both
515,Osgood Water Department,Yes,No response,Unknown,Unknown,"825 Tanglewood, Osgood, IN 47037",39.122998,-85.296732,756,Unknown,IN5269004,IN5269004,OSGOOD WATER DEPARTMENT,750.0,,750.0,,,,,,M,R,R,,,,,,R,,,,,,,,,,both
516,Ossian Municipal Water Department,Yes,0,0%,Estimated,"507 North Jefferson, Ossian, IN 46777",40.884263,-85.167298,1329,Unknown,IN5290002,IN5290002,OSSIAN MUNICIPAL WATER DEPARTMENT,1376.0,0.0,645.0,731.0,0.0,0.0,0.0,0.0,M,R,R,R,E,E,E,E,R,E,9.0,9.0,5.0,5.0,5.0,3.0,9.0,5.0,both
517,Otterbein Water Department,Yes,563,99.65%,Unknown,"P.O. Box 215, Otterbein, IN 47970",40.490591,-87.096403,565,Unknown,IN5204004,IN5204004,OTTERBEIN WATER DEPARTMENT,565.0,563.0,2.0,,,561.0,2.0,,M,R,R,,,E,R,,,,9.0,,,3.0,9.0,,,,both
518,Otwell Water Corporation,Yes,No response,Unknown,Unknown,"2201 IN-257, Otwell, IN 47564",38.455204,-87.093346,840,Unknown,IN5263001,IN5263001,OTWELL WATER CORPORATION,,,777.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
519,Otwell Water Corporation #2,Yes,No response,Unknown,Unknown,"2203 IN-257, Otwell, IN 47564",38.455463,-87.093281,282,Unknown,IN5263007,IN5263007,OTWELL WATER CORP. #2,282.0,,282.0,,,,,,P,R,R,,,,,,,,10.0,,,,,,,,both
520,Owensville Water Works,Yes,150,17.65%,Estimated,"P.O. Box 296 103 South Main Street, Owensville, IN 47665-0296",38.27226,-87.690989,850,Unknown,IN5226006,IN5226006,OWENSVILLE WATER WORKS,850.0,150.0,300.0,400.0,150.0,0.0,0.0,0.0,M,R,,E,E,E,E,E,R,E,5.0,10.0,8.0,10.0,10.0,2.0,9.0,5.0,both
521,Oxford Water Utility,No,No response,Unknown,Unknown,"P.O. Box 54, Oxford, IN 47971-0054",40.519759,-87.247792,500,Unknown,IN5204005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
522,Painted Hills Utility Company,No,No response,Unknown,Unknown,"P.O. Box 1581, Martinsville, IN 46151",39.426636,-86.428852,611,Unknown,IN5255012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
523,Palmyra Water Works,Yes,No response,Unknown,Unknown,"P.O. Box 332, Palmyra, IN 47164",38.40784,-86.109975,1535,0.002,IN5231004,IN5231004,PALMYRA WATER WORKS,1550.0,,1550.0,,,,,,P,R,E,,,,,,,,,,,,,,,,both
524,Paoli Water Department,Yes,No response,Unknown,Estimated,"110 North Gospel, Paoli, IN 47454",38.556991,-86.468244,1655,0.005,IN5259004,IN5259004,PAOLI WATER DEPARTMENT,1750.0,,1750.0,,,,,,M,R,E,E,E,E,E,E,E,E,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
525,Paragon Water Works,Yes,0,0%,Estimated,"Town Hall P.O. Box 66, Paragon, IN 46166",39.395044,-86.562915,351,Unknown,IN5255013,IN5255013,PARAGON WATER WORKS,367.0,0.0,367.0,0.0,0.0,0.0,0.0,0.0,M,R,E,E,E,R,R,R,R,E,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,both
526,Parker City Water Department,Yes,0,0%,Estimated,"P.O. Box 38, Parker, IN 47368",40.178958,-85.199767,563,Unknown,IN5268007,IN5268007,PARKER CITY WATER DEPARTMENT,561.0,0.0,161.0,400.0,0.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,E,E,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,both
527,Patoka Lake Regional Water,No,No response,Unknown,Unknown,"2647 North State Road 545, Dubois, IN 47527",38.479707,-86.858364,5079,Unknown,IN5219012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
528,Patoka Water & Electric,Yes,No response,Unknown,Estimated,"P.O. Box 158, Patoka, IN 47666",38.406991,-87.585579,380,Unknown,IN5226007,IN5226007,PATOKA WATER & ELECTRIC,380.0,,,380.0,,,,,M,R,E,E,E,E,E,E,E,E,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,both
529,Patoka Water Company Inc,Yes,0,0%,Unknown,"3361 West McWilliams School Road, Taswell, IN 47175",38.329567,-86.538699,415,Unknown,IN5213007,IN5213007,"PATOKA WATER COMPANY, INC.",425.0,0.0,425.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,,,10.0,10.0,10.0,10.0,10.0,10.0,,,both
530,Patriot Water Department,Yes,3700,100.00%,Unknown,"P.O. Box 145 352 3rd Street, Patriot, IN 47038",38.837884,-84.826312,3500,0.005,IN5278001,IN5278001,PATRIOT WATER DEPARTMENT,3700.0,3700.0,,,,,3700.0,,P,R,,,,,E,,E,,,,,,8.0,,8.0,,both
531,Paxton Water Corporation,Yes,0,0%,Recorded,"4339 South County Road 100 East, Paxton, IN 47838",39.020102,-87.391789,634,Unknown,IN5277006,IN5277006,PAXTON WATER CORPORATION,634.0,0.0,0.0,634.0,0.0,0.0,0.0,0.0,,,R,,R,R,R,R,R,R,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,both
532,Pence Water Works,Yes,No response,Unknown,Unknown,"3118 North Jordan Street, Williamsport, IN 47993",40.361475,-87.510614,18,Unknown,IN5286002,IN5286002,PENCE WATER WORKS,,,23.0,,,,,,P,R,E,,,,,,,,,,,,,,,,both
533,Pendleton Water Company,Yes,No response,Unknown,Unknown,"P.O. Box 358, Pendleton, IN 46064",40.002265,-85.747017,1656,0.007,IN5248019,IN5248019,PENDLETON WATER COMPANY,1548.0,,1148.0,,400.0,,,,M,R,,,E,,,,R,,,,1.0,,,,,,both
534,Pennville Water Company,Yes,No response,Unknown,Estimated,"105 North Washington P.O. Box 227, Pennville, IN 47369-0227",40.492583,-85.146871,284,Unknown,IN5238006,IN5238006,PENNVILLE WATER COMPANY,278.0,,278.0,,,,,,M,R,E,E,E,E,E,E,E,E,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,both
535,Perry Water System Inc,No,No response,Unknown,Unknown,"13291 Pineview Drive, Loogootee, IN 47553",38.737845,-86.919531,280,Unknown,IN5251006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
536,Perrysville Water Works,No,No response,Unknown,Unknown,"P.O. BOX 525, Perrysville, IN 47974",40.051427,-87.433348,238,Unknown,IN5283009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
537,Peru Utilities/Grissom,Yes,0,0%,Estimated,"337 East Canal St, Peru, IN 46970",40.755366,-86.056799,1060,0.0057,IN5252011,IN5252011,PERU UTILITIES/GRISSOM,977.0,0.0,977.0,0.0,0.0,0.0,0.0,0.0,P,R,E,E,E,E,E,E,R,E,6.0,7.0,7.0,5.0,7.0,5.0,9.0,6.0,both
538,Peru Water Department,Yes,1116,23.04%,Estimated,"335 East Canal St.Peru, IN 46970",40.755619,-86.057084,4843,0.018,IN5252016,IN5252016,PERU WATER DEPARTMENT,5364.0,1116.0,4248.0,0.0,0.0,52.0,1064.0,0.0,P,R,E,E,E,E,E,E,R,E,6.0,7.0,7.0,5.0,7.0,5.0,9.0,6.0,both
539,Petersburg Water Company,Yes,20,1.35%,Estimated,"704 Main Street, Petersburg, IN 47567",38.49129,-87.280208,1480,0.039,IN5263002,IN5263002,PETERSBURG WATER COMPANY,1400.0,20.0,1380.0,0.0,20.0,0.0,0.0,0.0,M,R,E,E,E,E,E,E,R,E,6.0,7.0,5.0,9.0,6.0,6.0,9.0,6.0,both
540,Philly Estates LLC,No,No response,Unknown,Unknown,"P.O. Box 71, Kentland, IN 47951",40.76885,-87.444563,98,Unknown,IN5230005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
541,Pierceton Water Works,No,No response,Unknown,Unknown,"P.O. Box 496, Pierceton, IN 46562",41.200323,-85.705542,525,Unknown,IN5243018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
542,Pike-Gibson Water Inc,Yes,600,18.14%,Estimated,"P.O. Box 126, Oakland City, IN 47660",38.338659,-87.345013,3308,0.0056,IN5263003,IN5263003,"PIKE-GIBSON WATER, INC.",3300.0,600.0,200.0,,0.0,0.0,2500.0,500.0,P,R,E,,E,E,E,E,E,E,5.0,,9.0,5.0,5.0,4.0,6.0,4.0,both
543,Pine Hill Manufactured Home Community,No,No response,Unknown,Unknown,"12515 Bonnie Ln, Middlebury, IN 46540",41.725091,-85.708183,125,Unknown,IN5220032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
544,Pine Ridge,No,No response,Unknown,Unknown,"P.O. Box 1034, Westfield, IN 46074",40.02155,-86.195517,49,Unknown,IN5206004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
545,Pinecrest/Stuckman Mobile Home Parks,Yes,No response,Unknown,Unknown,"3678 East 1300 North, Syracuse, IN 46567",41.42292,-85.774943,40,Unknown,IN5243019,IN5243019,PINECREST/STUCKMAN MOBILE HOME PARKS,40.0,,40.0,,,,,,P,P,R,,,,,,,,10.0,,,,,,,,both
546,Pines Mobile Home Park,Yes,19,95.00%,Unknown,"907 Wise Road, Cambridge City, IN 47327-9405",39.81786,-85.125462,20,Unknown,IN5289013,IN5289013,PINES MOBILE HOME PARK,19.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,R,R,,,,,,,,,,,,,,,,,both
547,Pines Mobile Home Park,Yes,19,95.00%,Unknown,"907 Wise Road, Cambridge City, IN 47327-9405",39.81786,-85.125462,20,Unknown,IN5289013,IN5289013,PINES MOBILE HOME PARK,19.0,0.0,19.0,,,,,,P,P,,,,,,,,,,,,,,,,,both
548,Pioneer Country Estates,No,No response,Unknown,Unknown,"P.O. Box 450, Millersburg, IN 46543",41.527827,-85.694433,32,Unknown,IN5244011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
549,Pioneer Water LLC,Yes,0,0%,Recorded,"9601 Pioneer Trail, Leo, IN 46765",41.217269,-85.021817,450,Unknown,IN5202034,IN5202034,PIONEER WATER L.L.C.,509.0,0.0,509.0,0.0,0.0,0.0,0.0,0.0,P,R,R,R,R,R,R,R,R,R,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,both
550,Pittsboro Water Company,Yes,0,0%,Estimated,"P.O. Box 185, Pittsboro, IN 46167",39.863783,-86.467901,1232,Unknown,IN5232019,IN5232019,PITTSBORO WATER COMPANY,1232.0,0.0,1232.0,,,0.0,0.0,0.0,P,R,E,E,E,E,E,E,E,E,5.0,1.0,1.0,1.0,,,,,both
551,Plainfield Water Works & Re-Entry Educational Facility,No,No response,Unknown,Unknown,"1090 South Center Street, Plainfield, IN 46168-9307",39.689679,-86.39014,7543,Unknown,IN5232020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
552,Pleasant Acres Mobile Home Park,No,No response,Unknown,Unknown,"597 S Old State Road 13 # 18, Pierceton, IN 46562-9756 ",41.227558,-85.700458,24,Unknown,IN5243022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
